0.4526679	140.3484
0.4624864	144.8784
0.4723049	145.7941
0.4821234	149.5103
0.4919419	158.8258
0.5017604	156.2876
0.5115789	156.705
0.5213974	166.0681
0.5312159	171.4133
0.5410344	176.0395
0.5508529	183.0589
0.5606714	193.5081
0.5704899	203.189
0.5803084	213.7747
0.590127	227.0188
0.5999455	255.9399
0.609764	275.1702
0.6195825	289.1797
0.629401	325.7211
0.6392195	336.6018
0.649038	335.8693
0.6588565	326.1889
0.668675	312.104
0.6784935	291.1218
0.688312	276.3476
0.6981305	264.52
0.707949	253.4663
0.7177675	248.0941
0.7275861	245.6988
0.7374046	242.8755
0.7472231	241.3254
0.7570416	240.0506
0.7668601	240.3616
0.7766786	240.51
0.7864971	240.9888
0.7963156	241.5524
0.8061341	242.1731
0.8159526	241.5875
0.8257711	241.6092
0.8355896	242.7937
0.8454081	245.6047
0.8552266	248.0492
0.8650451	246.6023
0.8748637	245.8067
0.8846822	245.1021
0.8945007	242.3931
0.9043192	241.7794
0.9141377	242.443
0.9239562	242.2311
0.9337747	242.6839
0.9435932	243.7802
0.9534117	245.3113
0.9632302	246.3161
0.9730487	247.7329
0.9828672	247.8916
0.9926857	247.9227
1.002504	248.3253
1.012323	248.9096
1.022141	249.0319
1.03196	250.4757
1.041778	250.8246
1.051597	251.0986
1.061415	252.0256
1.071234	253.1057
1.081052	254.314
1.090871	256.0184
1.100689	256.4955
1.110508	255.7707
1.120326	255.03
1.130145	253.8616
1.139963	251
1.149782	251.0567
1.1596	252.2329
1.169419	252.3273
1.179237	252.3981
1.189056	253.1569
1.198874	253.9941
1.208693	256.0811
1.218511	257.6903
1.22833	259.5045
1.238148	260.8181
1.247967	260.7025
1.257785	260.6844
1.267604	260.2938
1.277422	260.1394
1.287241	260.4632
1.297059	259.3082
1.306878	258.9933
1.316696	257.8477
1.326515	255.5587
1.336333	254.716
1.346152	254.3965
1.35597	253.5628
1.365789	253.0768
1.375608	252.7103
1.385426	251.7424
1.395245	251.2963
1.405063	251.2771
1.414882	251.087
1.4247	250.3233
1.434519	250.6199
1.444337	250.6157
1.454156	248.9955
1.463974	249.2846
1.473793	249.3832
1.483611	249.8817
1.49343	250.182
1.503248	250.3251
1.513067	251.0831
1.522885	250.8385
1.532704	251.5797
1.542522	252.9699
1.552341	253.8267
1.562159	255.2958
1.571978	256.2788
1.581796	257.0571
1.591615	257.7343
1.601433	257.46
1.611252	257.6174
1.62107	257.6717
1.630889	257.8345
1.640707	258.7334
1.650526	259.6384
1.660344	259.6039
1.670163	260.1621
1.679981	260.4532
1.6898	259.5887
1.699618	259.242
1.709437	258.9304
1.719255	257.7944
1.729074	256.4557
1.738892	254.5592
1.748711	253.757
1.758529	252.7535
1.768348	252.0921
1.778166	252.2594
1.787985	251.8815
1.797803	251.96
1.807622	251.5256
1.81744	252.0901
1.827259	252.4878
1.837077	253.0199
1.846896	253.692
1.856714	253.9304
1.866533	253.4035
1.876351	253.1686
1.88617	252.6663
1.895988	252.0519
1.905807	251.2123
1.915625	250.3649
1.925444	249.6077
1.935262	249.0687
1.945081	248.1109
1.954899	247.288
1.964718	246.3655
1.974536	246.7141
1.984355	247.0662
1.994173	246.6286
2.003992	245.4913
2.01381	245.4362
2.023629	244.5841
2.033447	244.2915
2.043266	245.0785
2.053084	244.6443
2.062903	243.4607
2.072721	241.619
2.08254	240.3249
2.092359	239.2104
2.102177	239.4557
2.111996	240.2687
2.121814	239.6567
2.131633	239.7635
2.141451	240.0371
2.15127	239.5858
2.161088	239.2692
2.170907	238.4888
2.180725	237.1269
2.190544	235.3304
2.200362	234.0825
2.210181	232.8196
2.219999	232.3593
2.229818	231.7324
2.239636	230.8556
2.249455	231.0126
2.259273	230.0724
2.269092	227.9862
2.27891	226.9644
2.288729	225.6606
2.298547	225.7019
2.308366	224.9613
2.318184	225.0997
2.328003	226.1405
2.337821	230.9598
2.34764	261.3671
2.357458	339.9308
2.367277	472.3338
2.377095	573.4697
2.386914	622.158
2.396732	576.9732
2.406551	461.7287
2.416369	340.3127
2.426188	253.9426
2.436006	223.5672
2.445825	216.1625
2.455643	212.6303
2.465462	210.1508
2.47528	208.3375
2.485099	207.9915
2.494917	206.8167
2.504736	205.9729
2.514554	205.181
2.524373	203.7
2.534191	201.8848
2.54401	200.8958
2.553828	199.5714
2.563647	197.9619
2.573465	196.3706
2.583284	195.0741
2.593102	193.5303
2.602921	192.4803
2.612739	191.4127
2.622558	190.6692
2.632376	189.9267
2.642195	188.5929
2.652013	187.1655
2.661832	186.1765
2.67165	185.0882
2.681469	184.2818
2.691287	183.8848
2.701106	183.2338
2.710924	182.2581
2.720743	181.8914
2.730561	181.5173
2.74038	180.199
2.750198	179.2641
2.760017	178.4314
2.769835	177.711
2.779654	177.4882
2.789472	177.5297
2.799291	177.519
2.80911	177.7475
2.818928	177.8943
2.828747	177.2606
2.838565	176.7721
2.848384	176.0399
2.858202	175.363
2.868021	175.4957
2.877839	175.9475
2.887658	176.4877
2.897476	177.9995
2.907295	178.7526
2.917113	179.4266
2.926932	180.5623
2.93675	182.0647
2.946569	183.8191
2.956387	187.0514
2.966206	191.6321
2.976024	200.0081
2.985843	218.1877
2.995661	300.4537
3.00548	569.9645
3.015298	1114.587
3.025117	1602.168
3.034935	1990.285
3.044754	1934.644
3.054572	1539.312
3.064391	1024.71
3.074209	535.2606
3.084028	278.6631
3.093846	207.6028
3.103665	189.6866
3.113483	181.3249
3.123302	175.7779
3.13312	172.213
3.142939	169.0397
3.152757	166.6943
3.162576	164.829
3.172394	162.9578
3.182213	161.7268
3.192031	160.4679
3.20185	159.7198
3.211668	158.796
3.221487	158.783
3.231305	159.0636
3.241124	159.2052
3.250942	158.7414
3.260761	157.8931
3.270579	156.2492
3.280398	154.4591
3.290216	153.1714
3.300035	151.9857
3.309853	151.2247
3.319672	150.5185
3.32949	149.4553
3.339309	148.9218
3.349127	148.6115
3.358946	147.6093
3.368764	147.357
3.378583	147.1228
3.388401	147.1833
3.39822	146.8985
3.408038	147.208
3.417857	146.978
3.427675	146.6098
3.437494	146.5716
3.447312	146.3656
3.457131	145.6693
3.466949	145.118
3.476768	144.4709
3.486586	143.9156
3.496405	143.5105
3.506223	143.1173
3.516042	143.0137
